"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"321","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:49,FALSE,NA,"916806298838106113",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","arlalamantia221",134,TRUE,FALSE,NA,NA
"322","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:49,FALSE,NA,"916806296564752384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","isisechols286",134,TRUE,FALSE,NA,NA
"323","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:48,FALSE,NA,"916806291992977408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cherrykatia2235",134,TRUE,FALSE,NA,NA
"324","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:47,FALSE,NA,"916806290965381121",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","yolondawawi457",134,TRUE,FALSE,NA,NA
"325","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:46,FALSE,NA,"916806284002947073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","walter_dabbas",134,TRUE,FALSE,NA,NA
"326","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:44,FALSE,NA,"916806274934886400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","daisyschrei2975",134,TRUE,FALSE,NA,NA
"327","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:42,FALSE,NA,"916806266701467648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","luisastella2828",134,TRUE,FALSE,NA,NA
"328","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:41,FALSE,NA,"916806265778577408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","julietsakalos21",134,TRUE,FALSE,NA,NA
"329","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:41,FALSE,NA,"916806263966593024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Franchuk1950",134,TRUE,FALSE,NA,NA
"330","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:37,FALSE,NA,"916806247168598017",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stefanierutlan3",134,TRUE,FALSE,NA,NA
"331","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:35,FALSE,NA,"916806237332717568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","audie_olszta",134,TRUE,FALSE,NA,NA
"332","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:34,FALSE,NA,"916806236233801728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","clarekeane483",134,TRUE,FALSE,NA,NA
"333","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:34,FALSE,NA,"916806234904215552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","merriemalloy161",134,TRUE,FALSE,NA,NA
"334","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:32,FALSE,NA,"916806224758185985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","karrenmanning92",134,TRUE,FALSE,NA,NA
"335","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:28,FALSE,NA,"916806208274739200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ludielawrence11",134,TRUE,FALSE,NA,NA
"336","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:27,FALSE,NA,"916806207008059392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","enrtnhnmg1910",134,TRUE,FALSE,NA,NA
"337","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:27,FALSE,NA,"916806206102130688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ilsegardner1136",134,TRUE,FALSE,NA,NA
"338","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:25,FALSE,NA,"916806198363553793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Epic_Higgins",134,TRUE,FALSE,NA,NA
"339","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:20,FALSE,NA,"916806177966739456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tatyanamariano4",134,TRUE,FALSE,NA,NA
"340","@user47 @IndoBushPilot @PhilFlying @AirlineReporter @AmericanAir Doubt they'll get anything for domestic sectors /… https://t.co/npcWpxBgvj",FALSE,0,"user47",2017-10-07 23:23:20,TRUE,"916805554407911425","916806175756300288","15906000","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","jmmccarthy2002",0,FALSE,FALSE,NA,NA
"341","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:17,FALSE,NA,"916806162456170497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MccarrollElvie",134,TRUE,FALSE,NA,NA
"342","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:16,FALSE,NA,"916806161378299905",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nellbellenot932",134,TRUE,FALSE,NA,NA
"343","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:15,FALSE,NA,"916806155124527105",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","forti_dann",134,TRUE,FALSE,NA,NA
"344","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:14,FALSE,NA,"916806149999034370",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shella_hammang",134,TRUE,FALSE,NA,NA
"345","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:12,FALSE,NA,"916806142705139712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","emeliabell689",134,TRUE,FALSE,NA,NA
"346","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:12,FALSE,NA,"916806142680068101",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cleotildebarba6",134,TRUE,FALSE,NA,NA
"347","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:10,FALSE,NA,"916806135503556609",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jolenegalang151",134,TRUE,FALSE,NA,NA
"348","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:08,FALSE,NA,"916806125336571907",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","karynram1509",134,TRUE,FALSE,NA,NA
"349","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:06,FALSE,NA,"916806117036085250",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ilanahill456",134,TRUE,FALSE,NA,NA
"350","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:05,FALSE,NA,"916806113584140288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Neal2985",134,TRUE,FALSE,NA,NA
"351","Two week-behaved angels on the business end of a 767 at @AmericanAir Tulsa Base Family Day https://t.co/6ObdqSdQyQ",FALSE,15,NA,2017-10-07 23:23:04,FALSE,NA,"916806110270681088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jamesaydelott",0,FALSE,FALSE,NA,NA
"352","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:04,FALSE,NA,"916806109331181568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hanneloreakimo8",134,TRUE,FALSE,NA,NA
"353","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:58,FALSE,NA,"916806084060434432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","florettabeling5",134,TRUE,FALSE,NA,NA
"354","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:57,FALSE,NA,"916806078964346880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","arianneholmes31",134,TRUE,FALSE,NA,NA
"355","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:56,FALSE,NA,"916806074669453312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vernonhepworth1",134,TRUE,FALSE,NA,NA
"356","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:55,FALSE,NA,"916806071817326592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ShielaRefugia",134,TRUE,FALSE,NA,NA
"357","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:53,FALSE,NA,"916806064699473920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ardeliakline241",134,TRUE,FALSE,NA,NA
"358","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:52,FALSE,NA,"916806060354232321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lianatucker951",134,TRUE,FALSE,NA,NA
"359","@AmericanAir Why make people board an airplane WITH A BROKEN bathroom just to sit for an hour? No communication as… https://t.co/mrLp1BfmGw",FALSE,0,"AmericanAir",2017-10-07 23:22:52,TRUE,"916799274125615104","916806057929912320","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WhereIsMyUSA",0,FALSE,FALSE,NA,NA
"360","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:50,FALSE,NA,"916806051797913600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","miyoko_luis",134,TRUE,FALSE,NA,NA
"361","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:50,FALSE,NA,"916806049096757248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lilliambenick81",134,TRUE,FALSE,NA,NA
"362","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:49,FALSE,NA,"916806047876243456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","scarlettwawi513",134,TRUE,FALSE,NA,NA
"363","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:49,FALSE,NA,"916806046416560129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nadamatthews172",134,TRUE,FALSE,NA,NA
"364","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:35,FALSE,NA,"916805988971196416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","diannecotton628",134,TRUE,FALSE,NA,NA
"365","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:34,FALSE,NA,"916805981878738944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xuanjohnston281",134,TRUE,FALSE,NA,NA
"366","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:32,FALSE,NA,"916805975146926085",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gracestelli1857",134,TRUE,FALSE,NA,NA
"367","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:32,FALSE,NA,"916805974157127681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","isisahmed2629",134,TRUE,FALSE,NA,NA
"368","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:30,FALSE,NA,"916805968243183616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gallucci984",134,TRUE,FALSE,NA,NA
"369","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:29,FALSE,NA,"916805962647916544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sanjuanitachan6",134,TRUE,FALSE,NA,NA
"370","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:25,FALSE,NA,"916805947095384066",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","katrinachavarr4",134,TRUE,FALSE,NA,NA
"371","RT @AmericanAir: Happy Pride Funky Town! It’s time to celebrate! 

#FortWorthPride https://t.co/BXe42YjWiP",FALSE,0,NA,2017-10-07 23:22:23,FALSE,NA,"916805937670877185",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MeghanSalinas",62,TRUE,FALSE,NA,NA
"372","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:23,FALSE,NA,"916805937293172736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aqqgmvob1312Jr",134,TRUE,FALSE,NA,NA
"373","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:15,FALSE,NA,"916805901532635136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pianeunuebel600",134,TRUE,FALSE,NA,NA
"374","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:22:05,FALSE,NA,"916805860117987328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chastity_shante",134,TRUE,FALSE,NA,NA
"375","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:21:59,FALSE,NA,"916805836281753600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","machelleechols1",134,TRUE,FALSE,NA,NA
"376","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:21:53,FALSE,NA,"916805811573272579",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","russellscharnw3",134,TRUE,FALSE,NA,NA
"377","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:21:51,FALSE,NA,"916805805009027072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marshaolsick121",134,TRUE,FALSE,NA,NA
"378","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:21:39,FALSE,NA,"916805751502528512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","loismullins2480",134,TRUE,FALSE,NA,NA
"379","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:21:37,FALSE,NA,"916805743051005952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xuanbaszczewsk1",134,TRUE,FALSE,NA,NA
"380","@spl1011 @JillianMarisa @AmericanAir @laligirl00 @erikolund It was pretty great!",FALSE,0,"spl1011",2017-10-07 23:21:31,FALSE,"916781667557163008","916805717318950912","16538641","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","user47",0,FALSE,FALSE,NA,NA
"381","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:21:29,FALSE,NA,"916805711857889281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","caplan_buffy",134,TRUE,FALSE,NA,NA
"382","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:21:29,FALSE,NA,"916805710951919616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sunshinefry2449",134,TRUE,FALSE,NA,NA
"383","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:21:29,FALSE,NA,"916805709852966913",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marylandnguye11",134,TRUE,FALSE,NA,NA
"384","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:21:22,FALSE,NA,"916805679272341504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","clarisafamular2",134,TRUE,FALSE,NA,NA
"385","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:21:19,FALSE,NA,"916805668534878208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","larhond57396542",134,TRUE,FALSE,NA,NA
"386","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:21:18,FALSE,NA,"916805663245733888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chaidez_karlene",134,TRUE,FALSE,NA,NA
"387","Bag fees &amp; no peanuts on @AmericanAir . I think they got those two mixed up @SouthwestAir #peanutgate #nobagfeesonsouthwest #peanutsflyfree",FALSE,0,NA,2017-10-07 23:21:05,FALSE,NA,"916805611706290181",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","haydnadams",0,FALSE,FALSE,NA,NA
"388","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:21:05,FALSE,NA,"916805611563769856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","theola_sickels",134,TRUE,FALSE,NA,NA
"389","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:21:04,FALSE,NA,"916805606249586688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marjoryshaw1785",134,TRUE,FALSE,NA,NA
"390","So I'm in Philadelphia and my suitcase is in London! Cheers @British_Airways @AmericanAir",FALSE,0,NA,2017-10-07 23:21:03,FALSE,NA,"916805602772439040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dannym112233",0,FALSE,FALSE,NA,NA
"391","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:20:54,FALSE,NA,"916805562364579841",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sheronschottl12",134,TRUE,FALSE,NA,NA
"392","@jmmccarthy2002 @IndoBushPilot @PhilFlying @AirlineReporter @AmericanAir Devices were for F on 76. Dunno what F will get on 737s",FALSE,1,"jmmccarthy2002",2017-10-07 23:20:52,FALSE,"916804603202736128","916805554407911425","2575493718","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","user47",0,FALSE,FALSE,NA,NA
"393","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:20:51,FALSE,NA,"916805549269725184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","emmagermain779",134,TRUE,FALSE,NA,NA
"394","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:20:47,FALSE,NA,"916805534870835200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ptkfukmfzyg1202",134,TRUE,FALSE,NA,NA
"395","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:20:47,FALSE,NA,"916805534132637697",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TatyanaCluskey",134,TRUE,FALSE,NA,NA
"396","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:20:46,FALSE,NA,"916805530047406081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","macrae_clara",134,TRUE,FALSE,NA,NA
"397","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:20:43,FALSE,NA,"916805518286503936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MalkinJoann",134,TRUE,FALSE,NA,NA
"398","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:20:42,FALSE,NA,"916805513471553536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jeanewise1149",134,TRUE,FALSE,NA,NA
"399","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:20:40,FALSE,NA,"916805505175109632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","leeannabutler71",134,TRUE,FALSE,NA,NA
"400","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:20:36,FALSE,NA,"916805487907229697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","reena_diebold",134,TRUE,FALSE,NA,NA
"401","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You’ve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:20:36,FALSE,NA,"916805487752044544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shaun_timika",134,TRUE,FALSE,NA,NA
